TITLE;Computer Science
Lipschitz regularity of deep neural networks: analysis and efficient estimation;1
Preference-based Teaching;1
Unified description of dynamics of a repulsive two-component Fermi gas;1
Effective inertial frame in an atom interferometric test of the equivalence principle;1
Phonon-mediated spin-flipping mechanism in the spin ices Dy$_2$Ti$_2$O$_7$ and Ho$_2$Ti$_2$O$_7$;0
A hexatic smectic phase with algebraically decaying bond-orientational order;1
Pebble accretion at the origin of water in Europa;1
Traffic Graph Convolutional Recurrent Neural Network: A Deep Learning Framework for Network-Scale Traffic Learning and Forecasting;1
Intrinsic Analysis of the Sample Fréchet Mean and Sample Mean of Complex Wishart Matrices;0
Alternating Optimization for Capacity Region of Gaussian MIMO Broadcast Channels with Per-antenna Power Constraint;1
Tales of Two Cities: Using Social Media to Understand Idiosyncratic Lifestyles in Distinctive Metropolitan Areas;1
Randomized Iterative Reconstruction for Sparse View X-ray Computed Tomography;0
Finding Local Minima via Stochastic Nested Variance Reduction;0
Growth rate of the state vector in a generalized linear stochastic system with symmetric matrix;1
Bayesian Patchworks: An Approach to Case-Based Reasoning;0
Strong Black-box Adversarial Attacks on Unsupervised Machine Learning Models;1
Formal affine Demazure and Hecke algebras of Kac-Moody root systems;0
Handling Homographs in Neural Machine Translation;0
Simple Length Rigidity for Hitchin Representations;0
Towards the Augmented Pathologist: Challenges of Explainable-AI in Digital Pathology;1
Morse Code Datasets for Machine Learning;1
Guarantees for Spectral Clustering with Fairness Constraints;1
Using Maximum Entry-Wise Deviation to Test the Goodness-of-Fit for Stochastic Block Models;0
Twitter and the Press: an Ego-Centred Analysis;0
Majorana quasiparticles in condensed matter;0
Proper orthogonal decomposition vs. Fourier analysis for extraction of large-scale structures of thermal convection;1
On Gromov--Witten invariants of $\mathbb{P}^1$;1
Downwash-Aware Trajectory Planning for Large Quadrotor Teams;0
Flow simulation in a 2D bubble column with the Euler-Lagrange and Euler-Euler method;1
User-friendly guarantees for the Langevin Monte Carlo with inaccurate gradient;1
Attacking the Madry Defense Model with $L_1$-based Adversarial Examples;0
Quantum sensors for the generating functional of interacting quantum field theories;1
Sockeye: A Toolkit for Neural Machine Translation;0
Bayesian shape modelling of cross-sectional geological data;1
Analysing Relations involving small number of Monomials in AES S- Box;0
q-Virasoro algebra and affine Kac-Moody Lie algebras;0
The Noise Handling Properties of the Talbot Algorithm for Numerically Inverting the Laplace Transform;1
Short-term Motion Prediction of Traffic Actors for Autonomous Driving using Deep Convolutional Networks;0
Tropicalization, symmetric polynomials, and complexity;0
The normal closure of big Dehn twists, and plate spinning with rotating families;1
Secure Minimum Time Planning Under Environmental Uncertainty: an Extended Treatment;1
Treatment-Response Models for Counterfactual Reasoning with Continuous-time, Continuous-valued Interventions;0
Reduced Electron Exposure for Energy-Dispersive Spectroscopy using Dynamic Sampling;1
Optimization of Smooth Functions with Noisy Observations: Local Minimax Rates;0
Raw Waveform-based Speech Enhancement by Fully Convolutional Networks;0
Assessing Uncertainties in X-ray Single-particle Three-dimensional reconstructions;1
Learning Hawkes Processes from Short Doubly-Censored Event Sequences;1
Unveiling the Role of Dopant Polarity on the Recombination, and Performance of Organic Light-Emitting Diodes;1
Sliced Wasserstein Distance for Learning Gaussian Mixture Models;0
How constant shifts affect the zeros of certain rational harmonic functions;1
Discovery and usage of joint attention in images;0
Singular p-Laplacian parabolic system in exterior domains: higher regularity of solutions and related properties of extinction and asymptotic behavior in time;1
Size distribution of galaxies in SDSS DR7: weak dependence on halo environment;0
Towards thinner convolutional neural networks through Gradually Global Pruning;1
Configurable 3D Scene Synthesis and 2D Image Rendering with Per-Pixel Ground Truth using Stochastic Grammars;0
Multiband NFC for High-Throughput Wireless Computer Vision Sensor Network;1
Learning Rare Word Representations using Semantic Bridging;0
Effect of annealing temperatures on the electrical conductivity and dielectric properties of Ni1.5Fe1.5O4 spinel ferrite prepared by chemical reaction at different pH values;0
Molecular dynamic simulation of water vapor interaction with blind pore of dead-end and saccate type;1
Learning Program Component Order;0
Random Euler Complex-Valued Nonlinear Filters;0
Memory effects on epidemic evolution: The susceptible-infected-recovered epidemic model;1
On the equivalence of Eulerian and Lagrangian variables for the two-component Camassa-Holm system;1
Bulk diffusion in a kinetically constrained lattice gas;1
Censored pairwise likelihood-based tests for mixing coefficient of spatial max-mixture models;1
From rate distortion theory to metric mean dimension: variational principle;0
Balanced Quantization: An Effective and Efficient Approach to Quantized Neural Networks;1
The Causal Frame Problem: An Algorithmic Perspective;1
A Visual Representation of Wittgenstein's Tractatus Logico-Philosophicus;1
Primordial perturbations generated by Higgs field and $R^2$ operator;1
Schubert polynomials, theta and eta polynomials, and Weyl group invariants;1
Massive Fields as Systematics for Single Field Inflation;1
The second boundary value problem of the prescribed affine mean curvature equation and related linearized Monge-Ampère equation;0
Additive Combinatorics: A Menu of Research Problems;0
NMR evidence for static local nematicity and its cooperative interplay with low-energy magnetic fluctuations in FeSe under pressure;1
LitStoryTeller: An Interactive System for Visual Exploration of Scientific Papers Leveraging Named entities and Comparative Sentences;0
Acoustic Metacages for Omnidirectional Sound Shielding;0
Concave losses for robust dictionary learning;1
Target-Quality Image Compression with Recurrent, Convolutional Neural Networks;1
Embedding simply connected 2-complexes in 3-space -- IV. Dual matroids;0
Excitonic effects in third harmonic generation: the case of carbon nanotubes and nanoribbons;0
A general family of congruences for Bernoulli numbers;0
The Fourier algebra of a rigid $C^{\ast}$-tensor category;0
On lattice path matroid polytopes: integer points and Ehrhart polynomial;1
Quantum effects and magnetism in the spatially distributed DNA molecules;0
A Stochastic Model for Short-Term Probabilistic Forecast of Solar Photo-Voltaic Power;1
Stability and elasticity of metastable solid solutions and superlattices in the MoN-TaN system: a first-principles study;0
High Accuracy Classification of Parkinson's Disease through Shape Analysis and Surface Fitting in $^{123}$I-Ioflupane SPECT Imaging;1
End-to-End Learning for Structured Prediction Energy Networks;0
Self-compression of spatially limited laser pulses in a system of coupled light-guides;1
A Hand-Held Multimedia Translation and Interpretation System with Application to Diet Management;0
Adding Neural Network Controllers to Behavior Trees without Destroying Performance Guarantees;1
Drop pattern resulting from the breakup of a bidimensional grid of liquid filaments;1
FIRED: Frequent Inertial Resets with Diversification for Emerging Commodity Cyber-Physical Systems;1
Modelling of Dictyostelium Discoideum Movement in Linear Gradient of Chemoattractant;1
Cycles of Activity in the Jovian Atmosphere;1
Predicting Tactical Solutions to Operational Planning Problems under Imperfect Information;0
Consistent Approval-Based Multi-Winner Rules;0
Bridge functional for the molecular density functional theory with consistent pressure and surface tension and its importance for solvation in water;0
Fourier multiplier theorems for Triebel-Lizorkin spaces;0
Individual dynamic predictions using landmarking and joint modelling: validation of estimators and robustness assessment;0
A partial converse to the Andreotti-Grauert theorem;0
Ab initio study of magnetocrystalline anisotropy, magnetostriction, and Fermi surface of L10 FeNi (tetrataenite);1
Modular groups, Hurwitz classes and dynamic portraits of NET maps;1
Proximal Planar Shape Signatures. Homology Nerves and Descriptive Proximity;1
Asymptotic analysis of a 2D overhead crane with input delays in the boundary control;0
Abrupt disappearance and reemergence of the SU(2) and SU(4) Kondo effects due to population inversion;0
Stochastic Global Optimization Algorithms: A Systematic Formal Approach;1
A complete characterization of optimal dictionaries for least squares representation;1
Least Square Variational Bayesian Autoencoder with Regularization;0
Rational points of rationally simply connected varieties over global function fields;1
A Koszul sign map;1
Combining low- to high-resolution transit spectroscopy of HD 189733b. Linking the troposphere and the thermosphere of a hot gas giant;1
Factorizations in Modules and Splitting Multiplicatively Closed Subsets;1
ROPPERI - A TPC readout with GEMs, pads and Timepix;0
A Shared Task on Bandit Learning for Machine Translation;0
Double Sparsity Kernel Learning with Automatic Variable Selection and Data Extraction;1
Controlling of blow-up responses by a nonlinear $\cal{PT}$ symmetric coupling;0
Text Extraction From Texture Images Using Masked Signal Decomposition;1
Deep Echo State Networks with Uncertainty Quantification for Spatio-Temporal Forecasting;1
Using Convex Optimization of Autocorrelation with Constrained Support and Windowing for Improved Phase Retrieval Accuracy;1
Parametrizations, weights, and optimal prediction: Part 1;0
Time irreversibility from symplectic non-squeezing;0
On Optimal Weighted-Delay Scheduling in Input-Queued Switches;1
Hausdorff dimension, projections, intersections, and Besicovitch sets;1
Interpolating between matching and hedonic pricing models;0
Modeling and predicting the short term evolution of the Geomagnetic field;1
Analysing the Potential of BLE to Support Dynamic Broadcasting Scenarios;1
$\texttt{PyTranSpot}$ - A tool for multiband light curve modeling of planetary transits and stellar spots;0
Interplay of spatial dynamics and local adaptation shapes species lifetime distributions and species-area relationships;0
Routing Symmetric Demands in Directed Minor-Free Graphs with Constant Congestion;0
Fast sampling of parameterised Gaussian random fields;1
Universal Scalable Robust Solvers from Computational Information Games and fast eigenspace adapted Multiresolution Analysis;1
Preliminary Experiments using Subjective Logic for the Polyrepresentation of Information Needs;0
General Robust Bayes Pseudo-Posterior: Exponential Convergence results with Applications;1
The $H_0$ tension in light of vacuum dynamics in the Universe;0
On certain type of difference polynomials of meromorphic functions;1
Teaching methods are erroneous: approaches which lead to erroneous end-user computing;1
Modulational Instability in Linearly Coupled Asymmetric Dual-Core Fibers;0
Discovering Visual Concept Structure with Sparse and Incomplete Tags;0
GALILEO: A Generalized Low-Entropy Mixture Model;0
Approximation by mappings with singular Hessian minors;0
Adaptive Cardinality Estimation;0
Non-stationary Stochastic Optimization under $L_{p,q}$-Variation Measures;0
Spin conductance of YIG thin films driven from thermal to subthermal magnons regime by large spin-orbit torque;1
Mathematical renormalization in quantum electrodynamics via noncommutative generating series;0
Inference in Deep Networks in High Dimensions;0
Differentially Private Variational Dropout;0
Persistent Currents in Ferromagnetic Condensates;0
Parameter Adaptation and Criticality in Particle Swarm Optimization;1
Model Predictive Control meets robust Kalman filtering;0
Election forensic analysis of the Turkish Constitutional Referendum 2017;0
Efficient Bayesian inference for multivariate factor stochastic volatility models with leverage;0
Next Steps for the Colorado Risk-Limiting Audit (CORLA) Program;0
HD 202206 : A Circumbinary Brown Dwarf System;0
On Optimal Group Claims at Voting in a Stochastic Environment;1
Exploring many body localization and thermalization using semiclassical method;1
An FPTAS for the Knapsack Problem with Parametric Weights;0
Mellin and Wiener-Hopf operators in a non-classical boundary value problem describing a Lévy process;1
Long-term photometric behavior of the eclipsing cataclysmic variable V729 Sgr;1
SPUX: Scalable Particle Markov Chain Monte Carlo for uncertainty quantification in stochastic ecological models;1
A Social Network Analysis Framework for Modeling Health Insurance Claims Data;1
Congruences for Restricted Plane Overpartitions Modulo 4 and 8;0
AndroVault: Constructing Knowledge Graph from Millions of Android Apps for Automated Analysis;0
Universal and generalizable restoration strategies for degraded ecological networks;0
Information transmission and signal permutation in active flow networks;0
Heuristic Framework for Multi-Scale Testing of the Multi-Manifold Hypothesis;0
Kitting in the Wild through Online Domain Adaptation;1
Event Analysis of Pulse-reclosers in Distribution Systems Through Sparse Representation;1
Projected Power Iteration for Network Alignment;1
3D mean Projective Shape Difference for Face Differentiation from Multiple Digital Camera Images;0
Video Highlight Prediction Using Audience Chat Reactions;1
Effects of Interactions on Dynamic Correlations of Hard-Core Bosons at Finite Temperatures;1
The Frechet distribution: Estimation and Application an Overview;0
Prediction of Sea Surface Temperature using Long Short-Term Memory;1
An Operational Framework for Specifying Memory Models using Instantaneous Instruction Execution;1
Efficient Algorithms for Moral Lineage Tracing;1
Interpolating between $k$-Median and $k$-Center: Approximation Algorithms for Ordered $k$-Median;1
Statistical Challenges in Modeling Big Brain Signals;1
Injective and Automorphism-Invariant Non-Singular Modules;1
Visible transitions in Ag-like and Cd-like lanthanide ions;1
A gradient flow approach to linear Boltzmann equations;0
Constraints on neutrino masses from Lyman-alpha forest power spectrum with BOSS and XQ-100;1
BubbleView: an interface for crowdsourcing image importance maps and tracking visual attention;1
Effects of Disorder on the Pressure-Induced Mott Transition in $κ$-BEDT-TTF)$_2$Cu[N(CN)$_2$]Cl;0
Dark Energy Survey Year 1 Results: Multi-Probe Methodology and Simulated Likelihood Analyses;1
Neural-Guided Deductive Search for Real-Time Program Synthesis from Examples;1
Coupled Electron-Ion Monte Carlo simulation of hydrogen molecular crystals;0
Spline Based Search Method For Unmodeled Transient Gravitational Wave Chirps;1
Quantum mechanics from an epistemic state space;1
Self-duality and scattering map for the hyperbolic van Diejen systems with two coupling parameters (with an appendix by S. Ruijsenaars);1
Inference for heavy tailed stationary time series based on sliding blocks;1
Active tuning of high-Q dielectric metasurfaces;0
Semi-Supervised QA with Generative Domain-Adaptive Nets;1
Rationality proofs by curve counting;0
Explainable Artificial Intelligence: Understanding, Visualizing and Interpreting Deep Learning Models;1
The study on quantum material WTe2;0
Learning Social Image Embedding with Deep Multimodal Attention Networks;0
DOC: Deep Open Classification of Text Documents;1
When Is the First Spurious Variable Selected by Sequential Regression Procedures?;1
Interpreting Blackbox Models via Model Extraction;0
Extending holomorphic motions and monodromy;0
A/D Converter Architectures for Energy-Efficient Vision Processor;0
Quotients in monadic programming: Projective algebras are equivalent to coalgebras;1
Density Independent Algorithms for Sparsifying $k$-Step Random Walks;1
On a generalized $k$-FL sequence and its applications;1
Supervised Metric Learning with Generalization Guarantees;0
Symbolic dynamics for Kuramoto-Sivashinsky PDE on the line --- a computer-assisted proof;1
Individual Dynamical Masses of Ultracool Dwarfs;0
Beta Dips in the Gaia Era: Simulation Predictions of the Galactic Velocity Anisotropy Parameter for Stellar Halos;1
Computational Flows in Arithmetic;1
Injective homomorphisms of mapping class groups of non-orientable surfaces;1
Transport in a disordered $ν=2/3$ fractional quantum Hall junction;0
Giant Field Enhancement in Longitudinal Epsilon Near Zero Films;1
Analysis and optimal individual pitch control decoupling by inclusion of an azimuth offset in the multi-blade coordinate transformation;1
Deep Learning-aided Application Scheduler for Vehicular Safety Communication;1
Convergence rates in the central limit theorem for weighted sums of Bernoulli random fields;1
On Adaptive Estimation for Dynamic Bernoulli Bandits;0
Near Optimal Sketching of Low-Rank Tensor Regression;0
Fast computation of p-values for the permutation test based on Pearson's correlation coefficient and other statistical tests;1
Convergence analysis of the information matrix in Gaussian belief propagation;1
Vortex pairs in a spin-orbit coupled Bose-Einstein condensate;1
GlobeNet: Convolutional Neural Networks for Typhoon Eye Tracking from Remote Sensing Imagery;1
The Incremental Multiresolution Matrix Factorization Algorithm;1
Carlsson's rank conjecture and a conjecture on square-zero upper triangular matrices;0
Effect of Anodizing Parameters on Corrosion Resistance of Coated Purified Magnesium;1
The probabilistic nature of McShane's identity: planar tree coding of simple loops;1
RT-DAP: A Real-Time Data Analytics Platform for Large-scale Industrial Process Monitoring and Control;1
BFGS convergence to nonsmooth minimizers of convex functions;0
A collaborative citizen science platform for real-time volunteer computing and games;1
Quasiparticle interference in multiband superconductors with strong coupling;0
General Bayesian Inference over the Stiefel Manifold via the Givens Representation;0
Sine wave gating Silicon single-photon detectors for multiphoton entanglement experiments;0
A Tutorial on Fisher Information;0
A statistical approach to identify superluminous supernovae and probe their diversity;1
Low fertility rate reversal: a feature of interactions between Biological and Economic systems;0
Analysis of $p$-Laplacian Regularization in Semi-Supervised Learning;0
Spectral stability of shifted states on star graphs;1
Estimation of the multifractional function and the stability index of linear multifractional stable processes;0
"Observation of ""Topological"" Microflares in the Solar Atmosphere";1
Commutative positive varieties of languages;1
A generalized model of social and biological contagion;0
Luminous Efficiency Estimates of Meteors -I. Uncertainty analysis;1
Application of Van Der Waals Density Functionals to Two Dimensional Systems Based on a Mixed Basis Approach;0
Secondary atmospheres on HD 219134 b and c;1
Classification of rank two Lie conformal algebras;1
Smooth equivalence of deformations of domains in complex euclidean spaces;1
A lower bound of the hyperbolic dimension for meromorphic functions having a logarithmic Hölder tract;0
Invariant Causal Prediction for Nonlinear Models;1
Geometric Ergodicity of the MUCOGARCH(1,1) process;0
Cognitive networks: brains, internet, and civilizations;1
Expect the unexpected: Harnessing Sentence Completion for Sarcasm Detection;0
Sensitivity Analysis of Deep Neural Networks;1
An application of the Hylleraas-B-splines basis set: High accuracy calculations of the static dipole polarizabilities of helium;1
Jupiter's South Equatorial Belt cycle in 2009-2011: II, The SEB Revival;0
Improved Regularization Techniques for End-to-End Speech Recognition;0
On the limits of coercivity in permanent magnets;0
$N$-soliton formula and blowup result of the Wadati-Konno-Ichikawa equation;0
Introduction of Improved Repairing Locality into Secret Sharing Schemes with Perfect Security;1
A counterexample to a conjecture of Kiyota, Murai and Wada;1
Minimal Hermite-type eigenbasis of the discrete Fourier transform;0
Disagreement-Based Combinatorial Pure Exploration: Sample Complexity Bounds and an Efficient Algorithm;1
Insulator to Metal Transition in WO$_3$ Induced by Electrolyte Gating;0
Extensions and Exact Solutions to the Quaternion-Based RMSD Problem;0
Particles, Cutoffs and Inequivalent Representations. Fraser andWallace on Quantum Field Theory;1
Dynamic Analysis of Executables to Detect and Characterize Malware;1
Network support of talented people;0
How to Escape Saddle Points Efficiently;0
Deep and Confident Prediction for Time Series at Uber;1
Coverage Analysis of a Vehicular Network Modeled as Cox Process Driven by Poisson Line Process;0
Database Engines: Evolution of Greenness;1
Parseval Networks: Improving Robustness to Adversarial Examples;0
Production of 82Se enriched Zinc Selenide (ZnSe) crystals for the study of neutrinoless double beta decay;1
Computing Human-Understandable Strategies;1
A statistical model for aggregating judgments by incorporating peer predictions;0
The Inner 25 AU Debris Distribution in the epsilon Eri System;0
Model-Based Clustering of Nonparametric Weighted Networks;0
FPGA-Based Tracklet Approach to Level-1 Track Finding at CMS for the HL-LHC;0
Isolating effects of age with fair representation learning when assessing dementia;1
The Trimmed Lasso: Sparsity and Robustness;0
Mobile phone identification through the built-in magnetometers;1
Zampa's systems theory: a comprehensive theory of measurement in dynamic systems;0
Learning Data Manifolds with a Cutting Plane Method;1
Theory of magnetism in La$_2$NiMnO$_6$;0
Counterexample-guided Abstraction Refinement for POMDPs;1
An Overview of Multi-Task Learning in Deep Neural Networks;1
Low temperature synthesis of heterostructures of transition metal dichalcogenide alloys (WxMo1-xS2) and graphene with superior catalytic performance for hydrogen evolution;1
Virtual refinements of the Vafa-Witten formula;0
Uncertainty in Multitask Transfer Learning;1
Geared Rotationally Identical and Invariant Convolutional Neural Network Systems;1
Conditional quantum one-time pad;1
The Representation Theory of 2-Sylow Subgroups of the Symmetric Group;0
Debiasing the Debiased Lasso with Bootstrap;0
Asymptotic Normality of Extensible Grid Sampling;0
Hardening Stratum, the Bitcoin Pool Mining Protocol;1
Representations associated to small nilpotent orbits for complex Spin groups;1
Fast Linear Transformations in Python;1
Physical description of nature from a system-internal viewpoint;1
Training-induced inversion of spontaneous exchange bias field on La1.5Ca0.5CoMnO6;1
Efficient and Adaptive Linear Regression in Semi-Supervised Settings;1
Small Moving Window Calibration Models for Soft Sensing Processes with Limited History;0
Deep Learning the Physics of Transport Phenomena;0
A Survey on Methods and Theories of Quantized Neural Networks;1
Constructing confidence sets for the matrix completion problem;1
Ring objects in the equivariant derived Satake category arising from Coulomb branches (with an appendix by Gus Lonergan);1
Well-Posedness of a Navier-Stokes/Mean Curvature Flow system;1
Off The Beaten Lane: AI Challenges In MOBAs Beyond Player Control;1
Domains for Higher-Order Games;1
Improved torque formula for low and intermediate mass planetary migration;0
The fluid running in the subnanochannel with functional surface;1
Data-Driven Decentralized Optimal Power Flow;1
Thermal-induced stress of plasmonic magnetic nanocomposites;1
High-resolution photoelectron-spectroscopic investigation of the H$_2$O$^+$ cation in its ${\mathrm {\tilde A^+}}$ electronic state;1
Connectedness of the Balmer spectra of right bounded derived categories;0
Underdamped Langevin MCMC: A non-asymptotic analysis;0
Two-dimensional compressible viscous flow around a circular cylinder;0
BindsNET: A machine learning-oriented spiking neural networks library in Python;1
Monaural Audio Speaker Separation with Source Contrastive Estimation;0
Variational Probability Flow for Biologically Plausible Training of Deep Neural Networks;1
Node classification for signed networks using diffuse interface methods;1
Ensemble representation learning: an analysis of fitness and survival for wrapper-based genetic programming methods;1
Anisotropic Fermi surface probed by the de Haas-van Alphen oscillation in proposed Dirac Semimetal TaSb$_{2}$;1
Stochastic Deconvolutional Neural Network Ensemble Training on Generative Pseudo-Adversarial Networks;1
A Local Prime Factor Decomposition Algorithm for Strong Product Graphs;1
Dispersion for the wave equation outside a ball and counterexamples;1
Minimal surfaces near short geodesics in hyperbolic $3$-manifolds;1
Softening and Yielding of Soft Glassy Materials;0
Seemless Utilization of Heterogeneous XSede Resources to Accelerate Processing of a High Value Functional Neuroimaging Dataset;1
Nonlinear Network description for many-body quantum systems in continuous space;1
Winding number $m$ and $-m$ patterns acting on concordance;0
Averages of shifted convolution sums for $GL(3) \times GL(2)$;0
Reply to Hicks et al 2017, Reply to Morrison et al 2016 Refining the relevant population in forensic voice comparison, Reply to Hicks et al 2015 The importance of distinguishing info from evidence/observations when formulating propositions;1
Fourier Multipliers on the Heisenberg groups revisited;0
Free Boundary Minimal Surfaces in the Unit Three-Ball via Desingularization of the Critical Catenoid and the Equatorial Disk;1
Multi-scale Transactive Control In Interconnected Bulk Power Systems Under High Renewable Energy Supply and High Demand Response Scenarios;1
Constraining the contribution of active galactic nuclei to reionisation;1
Two-walks degree assortativity in graphs and networks;0
Variational Analysis of Constrained M-Estimators;1
Minimally-Supervised Attribute Fusion for Data Lakes;1
Diffusivities bounds in the presence of Weyl corrections;0
Family-specific scaling laws in bacterial genomes;0
Crowdsourcing Multiple Choice Science Questions;0
Ce 3$p$ hard x-ray photoelectron spectroscopy study of the topological Kondo insulator CeRu$_4$Sn$_6$;1
A short proof of the middle levels theorem;0
Don't Fear the Bit Flips: Optimized Coding Strategies for Binary Classification;1
Kropina change of a Finsler space with m-th root metric;0
Direct Visualization of 2D Topological Insulator in Single-layer 1T'-WTe2;0
Joint Structured Learning and Predictions under Logical Constraints in Conditional Random Fields;1
Mobile big data analysis with machine learning;1
Enhancement of Galaxy Overdensity around Quasar Pairs at z<3.6 based on the Hyper Suprime-Cam Subaru Strategic Program Survey;1
Search for cosmic dark matter by means of ultra high purity NaI(Tl) scintillator;1
On Training Recurrent Networks with Truncated Backpropagation Through Time in Speech Recognition;1
Wavelength Dependence of Picosecond Laser-Induced Periodic Surface Structures on Copper;1
Time-efficient Garbage Collection in SSDs;1
Annealed limit theorems for the ising model on random regular graphs;0
Multi-Task Learning of Keyphrase Boundary Classification;1
On the interior motive of certain Shimura varieties : the case of Picard varieties;1
SenGen: Sentence Generating Neural Variational Topic Model;0
Atomistic-continuum multiscale modelling of magnetisation dynamics at non-zero temperature;0
Regularly Varying Functions, Generalized contents, and the spectrum of fractal strings;1
The Geodesic Distance between $\mathcal{G}_I^0$ Models and its Application to Region Discrimination;1
Search for Common Minima in Joint Optimization of Multiple Cost Functions;1
Statistical Inferences for Polarity Identification in Natural Language;1
Effect of Adaptive and Cooperative Adaptive Cruise Control on Throughput of Signalized Arterials;1
Very cost effective bipartition in Gamma(Z_n);1
Doubly dressed bosons - exciton-polaritons in a strong terahertz field;1
Fast Stability Scanning for Future Grid Scenario Analysis;0
Femtosecond Mega-electron-volt Electron Energy-Loss Spectroscopy;1
On the Power of Symmetric Linear Programs;0
Pulsar science with the CHIME telescope;0
Approximation by generalized Kantorovich sampling type series;0
Mechanical Instability Leading Epithelial Cell Delamination;0
A two-layer shallow water model for bedload sediment transport: convergence to Saint-Venant-Exner model;1
Chondrule Accretion with a Growing Protoplanet;1
Exemplar or Matching: Modeling DCJ Problems with Unequal Content Genome Data;1
MIHash: Online Hashing with Mutual Information;0
On the Dedekind different of a Cayley-Bacharach scheme;0
A note on the role of projectivity in likelihood-based inference for random graph models;0
Alternating Double Euler Sums, Hypergeometric Identities and a Theorem of Zagier;1
Achieving Dilution without Knowledge of Coordinates in the SINR Model;0
Probing the topology of density matrices;0
Stable Limit Theorems for Empirical Processes under Conditional Neighborhood Dependence;1
Topological Maxwell Metal Bands in a Superconducting Qutrit;0
Pressure effect and Superconductivity in $β$-Bi$_4$I$_4$ Topological Insulator;0
Backprop-Q: Generalized Backpropagation for Stochastic Computation Graphs;1
Development of a low-alpha-emitting μ-PIC for NEWAGE direction-sensitive dark-matter search;0
Online characterization of planetary surfaces: PlanetServer, an open-source analysis and visualization tool;1
GM-PHD Filter for Searching and Tracking an Unknown Number of Targets with a Mobile Sensor with Limited FOV;0
Regularity of solutions to scalar conservation laws with a force;0
Coupled identical localized fermionic chains with quasi-random disorder;1
Calibrated Filtered Reduced Order Modeling;0
Population of collective modes in light scattering by many atoms;1
A Framework for Accurate Drought Forecasting System Using Semantics-Based Data Integration Middleware;1
Readings and Misreadings of J. Willard Gibbs Elementary Principles in Statistical Mechanics;0
Multilingual Adaptation of RNN Based ASR Systems;0
SPIDERS: Selection of spectroscopic targets using AGN candidates detected in all-sky X-ray surveys;1
Task-specific Word Identification from Short Texts Using a Convolutional Neural Network;1
Merlin-Arthur with efficient quantum Merlin and quantum supremacy for the second level of the Fourier hierarchy;0
Light sterile neutrinos, dark matter, and new resonances in a $U(1)$ extension of the MSSM;1
Accurate halo-galaxy mocks from automatic bias estimation and particle mesh gravity solvers;1
Time-Optimal Path Tracking via Reachability Analysis;0
Measurements of Three-Level Hierarchical Structure in the Outliers in the Spectrum of Deepnet Hessians;0
Discrete-Time Statistical Inference for Multiscale Diffusions;0
Taggle: Scalable Visualization of Tabular Data through Aggregation;1
A parity-breaking electronic nematic phase transition in the spin-orbit coupled metal Cd$_2$Re$_2$O$_7$;1
Sparse bounds for a prototypical singular Radon transform;0
Sterile neutrinos in cosmology;1
A Statistical Approach to Increase Classification Accuracy in Supervised Learning Algorithms;1
Kinematics and workspace analysis of a 3ppps parallel robot with u-shaped base;0
Accurate spectroscopic redshift of the multiply lensed quasar PSOJ0147 from the Pan-STARRS survey;1
Upper bounds on the smallest size of a saturating set in projective planes and spaces of even dimension;1
A Neural Representation of Sketch Drawings;0
Privileged Multi-label Learning;0
A Diophantine approximation problem with two primes and one $k$-th power of a prime;0
Reexamining Low Rank Matrix Factorization for Trace Norm Regularization;1
Tier structure of strongly endotactic reaction networks;0
Relative FP-injective and FP-flat complexes and their model structures;0
An Interactive Tool to Explore and Improve the Ply Number of Drawings;0
Distinguishing the albedo of exoplanets from stellar activity;1
Inverse Reinforcement Learning Under Noisy Observations;0
Using Perturbed Underdamped Langevin Dynamics to Efficiently Sample from Probability Distributions;0
Meta learning Framework for Automated Driving;0
MOBILITY21: Strategic Investments for Transportation Infrastructure & Technology;0
Hysteretic behaviour of metal connectors for hybrid (high- and low-grade mixed species) cross laminated timber;1
Partial Knowledge In Embeddings;0
Impact of the latest measurement of Hubble constant on constraining inflation models;1
Ultra-light and strong: the massless harmonic oscillator and its singular path integral;1
The Shannon-McMillan-Breiman theorem beyond amenable groups;0
Assistive robotic device: evaluation of intelligent algorithms;1
Solving the Brachistochrone Problem by an Influence Diagram;0
OH Survey along Sightlines of Galactic Observations of Terahertz C+;0
Strain manipulation of Majorana fermions in graphene armchair nanoribbons;1
Relativistic wide-angle galaxy bispectrum on the light-cone;1
Recent progress in many-body localization;0
Magnetic Field Dependence of Spin Glass Free Energy Barriers;1
Topological Structures on DMC spaces;0
The spectral element method as an efficient tool for transient simulations of hydraulic systems;1
Re-entrant charge order in overdoped (Bi,Pb)$_{2.12}$Sr$_{1.88}$CuO$_{6+δ}$ outside the pseudogap regime;1
A Spectral Approach for the Design of Experiments: Design, Analysis and Algorithms;1
Detection and Tracking of General Movable Objects in Large 3D Maps;1
Mapping the aberrations of a wide-field spectrograph using a photonic comb;1
On The Asymptotic Efficiency of Selection Procedures for Independent Gaussian Populations;1
DSOD: Learning Deeply Supervised Object Detectors from Scratch;1
Data Capture & Analysis to Assess Impact of Carbon Credit Schemes;1
Conducting Simulations in Causal Inference with Networks-Based Structural Equation Models;0
Finite Semihypergroups Built From Groups;1
Auslander Modules;0
Verifying Security Protocols using Dynamic Strategies;0
Distribution uniformity of laser-accelerated proton beams;1
Learning to Detect Human-Object Interactions;1
